기업명,내용,고용형태,경력,주소1,주소2,기간,직무키워드
㈜마크로젠,                                각 부문 신입/경력 직원채용,신입·경력,초대졸↑,서울,서울 금천구,~01/04(화),"경영기획, 기획, 기획조사, 사업기획, 사업제휴, 인허가업무, 노사관리, 성과관리, 인사, 인사통합, 문서관리, 문서작성, 전산입력, OA, 경영지원, 관리회계, 원가회계, 전산회계, 주식IR, 국내영업, 기술영업, 일반영업, 제약영업, 네트워크영업, 솔루션영업, 고객관리, 영업관리, 영업지원, 기술영업, 납품영업, 법인영업, 일반영업, 장비영업, MySQL, Java, MySQL, php, Python, API, Java, Python, Python, 바이오, 의료, 제약, 의약품, 미생물, 임상개발, 세포배양, 유전공학, 경영기획"
㈜선경이엔씨,                                로지스밸리그룹 재무회계 부문 수시채용,신입·경력3년↑,대졸↑,경기,경기 용인시 외,~12/31(금),"건설, 공무, 시공관리, 토목, 세무, 전표입력, 회계, 회계감사, 결산, 세무, 자금, 재무, 재무회계"
㈜선경이엔씨,                                2021년도 (주)휴매드 법무팀(변호사) 채용[신입/경력].                            ,경력무관,학력무관,경기,경기 성남시 외,~12/31(금),"건설, 공무, 토목, 법무, 법무대리, 법무사, 변호사"
크로바하이텍㈜,                                [크로바하이텍] 안성공장 보안경비직 채용 안내                            ,경력5년↑,학력무관,경기,경기 안성시,~01/07(금),"디스플레이, 반도체, 반도체생산, 경비, 방재관리, 소방, 순찰, 주차관제"
㈜동양이엠에스,                                [차고지 수지] 현대모비스 임원 수행기사(운전) 채용(1/3월 오전 마감)                            ,경력무관,고졸↑,서울 외,서울 강남구 외,~01/03(월),"자동차부품, 수행기사, 운전기사"
삼정KPMG (유),                                BD&Markets 홍보팀 언론홍보 담당자 채용,신입·경력1년↑,대졸↑,서울,서울 강남구,~01/04(화),"언론홍보, 홍보, 홍보기획, PR"
광명산업㈜,                                광명산업(주) `22년 상반기 각 부문 채용,신입·경력,초대졸↑,경기 외,경기 부천시 외,~03/28(월),자동차부품
㈜바이킹그룹,                                [랍스타무제한] 코엑스점 신입/경력 멤버 각 부문 채용,경력무관,학력무관,서울,서울 강남구,~03/28(월),"뷔페, 식품, 일식당, 프랜차이즈, 패밀리레스토랑, 매장관리, 매장시설관리, 식품판매, 프런트, 홀써빙, 고객응대, 고객지원, 백화점, 호텔·콘도, CS, 양식, 요리사, 일식, 조리사, 캡틴"
홈플러스㈜,                                본사 안전관리팀 보건관리자 경력직 채용,경력5년↑,대졸↑,서울,서울 강서구,~03/28(월),"보건 관리, 마트, 물류, 유통, 유통관리"
사조원,                                2021년 사조원 공무팀 소방안전관리자 채용,경력무관,학력무관,전북,전북 김제시,~03/28(월),"농업, 축산, 소방설비, 소방·방재"
차케어스㈜,                                (강남차병원) 주차팀 유도 및 정산 직원 채용,경력,학력무관,서울,서울 강남구 외,~01/20(목),"주차관리, 주차관리"
트랜스코스모스코리아,                                [잠실역/롯데하이마트] 다이슨 코리아 서비스엔지니어 채용,경력무관,고졸↑,서울 외,서울 송파구 외,~12/31(금),"콜센터, 가전판매, 수리, A·S"
트랜스코스모스코리아,                                [잠실역/롯데하이마트/주5일] 다이슨 코리아 리셉션 채용,경력무관,고졸↑,서울 외,서울 송파구 외,~12/31(금),"롯데월드, 콜센터, 리셉션, 안내, 안내데스크, 인포메이션"
주식회사 아리오,                                백화점 명품 브랜드 관리 슈퍼바이저 채용,경력,학력무관,서울 외,서울 서초구 외,~03/27(일),"백화점, 잡화매장, 판매, 매장관리, 매출관리, 샵마스터, 잡화판매, 판매관리"
주식회사 아리오,                                갤러리아백화점 광교점 명품 브랜드 매장 매니저 채용,경력,학력무관,경기 외,경기 수원시 외,~03/27(일),"백화점, 잡화매장, 판매, 매장관리, 매출관리, 잡화판매, 판매관리"
에스텍시스템,                                에스텍시스템 센트럴지사(잠실역 롯데타워 시그니엘) 정규직 채용,경력무관,고졸↑,서울,서울 송파구,~03/27(일),"경비, 경비, 순찰, 시설관리, 보안, 보안검색"
S1CRM,                                [장애인채용] 세콤 기술상담사 모집                            ,신입,고졸↑,경기,경기 수원시,~01/10(월),"콜센터, 기술지원, 고객상담"
보보스링크㈜,                                [광화문/1년]대기업 보험사 POS(계약보전부서) 사무 채용/보험경력우대                            ,신입·경력,고졸↑,서울 외,서울 종로구 외,~03/27(일),"신용협동조합, 저축은행, 종합금융, 캐피탈, 텔러, 비품관리, 사무관리, 사무행정, 총무, 문서작성, 사무보조, 전산편집, Excel, OA, 보험영업"
보보스링크㈜,                                [광화문/1년]대기업 보험사 DM부서 사무직  채용,신입·경력,대졸↑,서울 외,서울 종로구 외,~03/27(일),"디지털마케팅, 신용협동조합, 저축은행, 종합금융, 캐피탈, 텔러, 비품관리, 사무관리, 사무행정, 총무, 문서작성, 사무보조, 전산편집, Excel, OA, 보험영업"
씨에이치솔루션㈜,                                SK계열[대기업/판교]임원비서 채용 / 중식 현물제공                            ,경력무관,학력무관,경기 외,경기 성남시 외,~12/30(목),"네트웍구축, 별정통신, 유비쿼터스, 인터넷전화, 텔레콤, 비서, 수행비서, 임원비서, 전문비서"
씨에이치솔루션㈜,                                [SK디스커버리/판교]임원비서 채용,경력무관,학력무관,경기,경기 성남시 외,~12/30(목),"비서, 임원비서, ERP, SAP, 비서, 수행비서, 임원비서, 전문비서"
씨에이치솔루션㈜,                                [SK스토아/영등포] 홈쇼핑제휴인바운드 상담사 채용,경력무관,학력무관,서울 외,서울 영등포구 외,~12/30(목),"쇼핑몰, 고객상담, 인바운드TM, 인터넷쇼핑몰, 홈쇼핑업체, CS"
씨에이치솔루션㈜,                                [기존고객상담/신림] SK브로드밴드 TM업무 채용,경력무관,학력무관,서울,서울 관악구 외,~12/30(목),"별정통신, 인터넷전화, 통신, 홈네트워크, 판매영업, 아웃바운드TM, 통신, 해피콜, 고객상담, 콜센터, 통신업체"
씨에이치솔루션㈜,                                [11번가/자율출퇴근]11번가 광고관리 업무 채용,경력무관,학력무관,서울,서울 강남구 외,~12/30(목),"고객서비스, 정산, voc, 소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 문서관리, 문서작성, 사무보조, OA, 마케팅, 마케팅기획, 바이럴마케팅, 시장분석, 키워드광고, 소셜마케팅, 온라인마케팅, 웹마케팅"
씨에이치솔루션㈜,                                [11번가] 광고데이터 관리 업무 채용,경력무관,학력무관,서울,서울 강남구 외,~12/30(목),"Excel, 데이터추출, 엑셀, 정산, 소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 전산편집, 정보처리, 정보처리기사, Excel, OA, 마케팅, 시장분석, Python, 인공지능(AI), 빅데이터, 데이터분석"
씨에이치솔루션㈜,                                11번가[대기업/유연근무제]커머스콘텐츠 디자이너 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"디자인, 디자이너, 배너, SNS이미지, 소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 일러스트레이터, 포토샵, 그래픽디자인, 시각디자인, 일러스트레이터, 포토샵, 광고디자인, 디지털디자인, 시각디자인, 포스터디자인, POP광고"
씨에이치솔루션㈜,                                11번가[대기업/유연근무제] 재무팀 사무지원 업무 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 전산입력, 전산회계, 경영지원, 예산관리, 전표입력, 회계, 재무, 재무회계"
㈜조은시스템,                                [용인] 용인SFN 저온 물류센터 기전주임 채용,경력,고졸↑,경기,경기 용인시,~03/27(일),시설관리
㈜조은시스템,                                [방배동]시설기사 채용공고                            ,경력2년↑,학력무관,서울,서울 서초구,~03/27(일),"빌딩관리, 시설관리"
씨에이치솔루션㈜,                                11번가[대기업/유연근무제] 방송/SNS관련 디자이너 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"디자인, 디자이너, 배너, SNS이미지, 소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 일러스트레이터, 포토샵, 그래픽디자인, 시각디자인, 일러스트레이터, 포토샵, 광고디자인, 디지털디자인, 시각디자인, 포스터디자인, POP광고"
씨에이치솔루션㈜,                                SK계열[종각/서린빌딩] 수행기사 채용,경력무관,학력무관,서울,서울 종로구 외,~12/30(목),"에너지, 환경, 수행기사, 승용기사, 운전기사"
씨에이치솔루션㈜,                                SK계열[대기업/본사] 사무지원 채용 件                            ,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"통계, 정산, 별정통신, 인터넷전화, 텔레콤, 통신, 홈네트워크, 사무관리, 사무행정, 문서작성, 전산입력, 전산편집, Excel, OA"
씨에이치솔루션㈜,                                SK계열[광화문/종각]임원비서 채용,경력무관,학력무관,서울,서울 종로구 외,~12/30(목),"에너지, 화학, 환경, 비서, 수행비서, 임원비서, 전문비서"
씨에이치솔루션㈜,                                SK계열 [대기업/서울역]사무지원 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"네트웍구축, 별정통신, 인터넷전화, 통신, 홈네트워크, 사무행정, 인허가업무, 전산입력, 전산편집, OA"
씨에이치솔루션㈜,                                SK계열[을지로/대기업]임원전담비서 채용건                            ,경력2년↑,학력무관,서울,서울 중구 외,~12/30(목),"별정통신, 인터넷전화, 텔레콤, 통신, 홈네트워크, 비서, 임원비서, 전문비서, 더존, 전산회계, 전표입력, 회계, SAP"
코오롱엘에스아이㈜,                                [코오롱LSI] 투자전문가 경력직 채용모집                            ,경력5년↑,대졸↑,경기 외,경기 과천시 외,~01/09(일),"부동산투자, 사업성검토, 인허가, 자산운용, 개발자문, 보안, 시설관리, 청소·미화, 기획조사, 사업기획, 신규사업·BD, 전략, 타당성분석, 고객상담, 고객응대, 고객지원, 부동산, 고객관리, 단순홍보, 리서치, 서비스홍보, 회원관리, 공인중개사, 매입·매각, 부동산, 부동산컨설팅, 임대·임대컨설팅"
씨에이치솔루션㈜,                                [SK텔레콤/본사] 업무기사(서울지역) 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"공용기사, 업무기사, 반전담기사, 별정통신, 인터넷전화, 텔레콤, 통신, 홈네트워크, 수행기사, 승용기사, 운전기사"
씨에이치솔루션㈜,                                11번가[대기업/유연근무제] 유튜브채널 디자이너 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"디자인, 디자이너, 배너, 콘텐츠, 소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 일러스트레이터, 포토샵, 그래픽디자인, 시각디자인, 일러스트레이터, 포토샵, 디지털디자인, 시각디자인, 영상디자인, DM광고"
씨에이치솔루션㈜,                                11번가[대기업/유연근무제] 재무 업무 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 사무관리, 사무행정, 임금관리, 자산관리, 총무, 경영지원, 급여관리, 예산관리, 전산회계, 전표입력, 결산, 자금, 재무, 재무회계, 통계"
씨에이치솔루션㈜,                                [SK브로드밴드/본사] 2인 임원비서 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"네트웍구축, 별정통신, 인터넷전화, 통신, 홈네트워크, 비서, 수행비서, 임원비서, 전문비서"
씨에이치솔루션㈜,                                11번가[대기업/유연근무제] 라이브커머스 디자이너 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"디자인, 디자이너, 배너, 콘텐츠, 소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 일러스트레이터, 포토샵, 그래픽디자인, 시각디자인, 일러스트레이터, 포토샵, 디지털디자인, 시각디자인, 영상디자인, DM광고"
씨에이치솔루션㈜,                                SK E&S[대기업/본사] 겸임비서 채용 件                            ,경력무관,학력무관,서울,서울 종로구 외,~12/30(목),"소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 비서, 수행비서, 임원비서, 전문비서"
씨에이치솔루션㈜,                                [SK텔레콤/대기업]임원비서 채용,경력2년↑,학력무관,서울,서울 중구 외,~01/07(금),"별정통신, 인터넷전화, 텔레콤, 통신, 홈네트워크, 비서, 임원비서, 전문비서, 더존, 전산회계, 전표입력, 회계, SAP"
씨에이치솔루션㈜,                                [넥스젠파트너스그룹]정규직 채용,경력무관,학력무관,서울 외,서울 구로구 외,~12/30(목),"종합금융, 채권, 채권추심, 캐피탈, 공무, 관리, 문서관리, 법무, 사무행정, 문서관리, 문서작성, 사무보조, 전산입력, 정보처리, 금융사무, 채권관리"
씨에이치솔루션㈜,                                [SK스토아/시간대별채용]홈쇼핑 상담사 채용,경력무관,학력무관,서울 외,서울 영등포구 외,~12/30(목),"쇼핑몰, 고객상담, 인바운드TM, 인터넷쇼핑몰, 홈쇼핑업체, CS"
씨에이치솔루션㈜,                                [SK브로드밴드/자체계약직] 정산/회계(SAP)업무 채용 件                            ,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"네트웍구축, 별정통신, 인터넷전화, 통신, 홈네트워크, 전산회계, 전표입력, 회계, ERP운용, SAP"
씨에이치솔루션㈜,                                [SK스토아/영등포]제휴상담사 채용,경력무관,학력무관,서울 외,서울 영등포구 외,~12/31(금),"쇼핑몰, 고객상담, 인바운드TM, 인터넷쇼핑몰, 홈쇼핑업체, CS"
MG신용정보㈜,                                서버 엔지니어 채용,신입·경력,학력무관,서울,서울 영등포구,~01/26(수),"금융, 서버관리자, 시스템운영, Linux, Windows"
씨에이치솔루션㈜,                                [SK텔레콤/성수]임원비서 채용,경력무관,학력무관,서울,서울 성동구 외,~12/30(목),"별정통신, 인터넷전화, 텔레콤, 통신, 홈네트워크, 비서, 임원비서, 전문비서, 더존, 전산회계, 전표입력, 회계, SAP"
씨에이치솔루션㈜,                                [대기업/SK]업무기사(여의도/강남) 채용,경력무관,학력무관,서울,서울 종로구 외,~12/30(목),"모바일앱개발, 소프트웨어개발, 솔루션, 수행기사, 운전기사"
씨에이치솔루션㈜,                                11번가[대기업/유연근무제]인사/경영지원 업무 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"HR, 소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래, 사무관리, 사무행정, 총무, 급여관리, 성과관리, 인사통합, 임금관리, 경영지원, 급여관리, 예산관리, 전산회계, 전표입력"
씨에이치솔루션㈜,                                [SK텔레콤/판교]임원비서 채용,경력무관,학력무관,경기 외,경기 성남시 외,~12/30(목),"별정통신, 인터넷전화, 텔레콤, 통신, 홈네트워크, 비서, 임원비서, 전문비서, 더존, 전산회계, 전표입력, 회계, SAP"
씨에이치솔루션㈜,                                [SK브로드밴드]본사 사무지원 업무 채용,경력무관,학력무관,서울,서울 중구 외,~12/30(목),"네트웍구축, 별정통신, 인터넷전화, 통신, 홈네트워크, 사무행정, 인허가업무, 전산입력, 전산편집, OA"
코오롱엘에스아이㈜,"                                [코오롱] 건설/건축CS 하자관리 신입,경력 채용모집                            ",신입·경력,초대졸↑,경기 외,경기 과천시 외,~01/09(일),"건설, 건축, 하자관리, 보안, 시설관리, 청소·미화, 도배·벽지, 실내건축, 실내디자인, 장판·타일, 건설현장, 건축감리, 공무, 공사감리, 현장관리, 건설안전, 건축설비, 산업안전"
SK에코플랜트㈜,                                [SK에코플랜트] 세종벤처벨리 일반산업단지 조성공사 공사/공무 경력직 채용,경력3년↑,대졸↑,서울,서울 종로구,~01/06(목),"공무, 공사감리"
아데코코리아,                                [판교/에너지솔루션사] 구매부 Admin 채용,경력3년↑,대졸↑,경기 외,경기 성남시 외,~01/21(금),"전기, 전자, 사무관리, 사무행정, 총무, 사무보조, 전산회계, 정보처리, OA, 경영지원"
신라스테이,                                [신라스테이] 본사(HQ) 신입·경력사원 채용,신입·경력2년↑,초대졸↑,서울,서울 중구,~03/27(일),"호텔, 법인영업, 건축설비, 공조냉동, 기계설비, 산업안전, 시설관리"
주식회사 유라코퍼레이션,                                평택청북공장 보건관리자 채용 (산업간호사)-정규직                            ,경력2년↑,초대졸↑,경기,경기 평택시,~01/05(수),"보건관리자, 자동차부품, 산업간호사"
티맥스그룹,                                [TmaxA&C/관리] 영상크리에이터 채용,경력무관,대졸↑,경기,경기 성남시,~12/29(수),"소프트웨어개발, 솔루션, BigData, ERP, SI, 광고관리, 사보제작, 이벤트, 홍보기획, SNS운영, 방송CG, 영상편집, 프리미어, 인코딩, 파이널컷"
티맥스그룹,                                [TmaxA&C/관리] 디지털마케터 채용,경력무관,대졸↑,경기,경기 성남시,~12/29(수),"소프트웨어개발, 솔루션, BigData, ERP, SI, 마케팅, 마케팅기획, 브랜딩, 소셜미디어, CMO"
㈜아인텔레서비스,                                LG유플러스 모바일 대구센터 정규직 상담사 채용,신입·경력,고졸↑,대구 외,대구 동구 외,~12/29(수),"리셉션, 안내, 안내데스크, 문서작성, 전산입력, 아웃바운드TM, 통신, 회원관리, 고객상담, 고객지원, 인바운드TM, 콜센터, CS, 고객관리, 회원관리, 뷰티매니저, 코디네이터, 안내, 예약·발권, 여행사무, 호텔사무, 도우미, 안내데스크"
㈜아인텔레서비스,                                LG유플러스 모바일 부산센터 정규직 상담사 채용,신입·경력,고졸↑,부산 외,부산 사상구 외,~12/29(수),"리셉션, 안내, 안내데스크, 문서작성, 전산입력, 아웃바운드TM, 통신, 회원관리, 고객상담, 고객지원, 인바운드TM, 콜센터, CS, 고객관리, 회원관리, 뷰티매니저, 코디네이터, 안내, 예약·발권, 여행사무, 호텔사무, 도우미, 안내데스크"
㈜씨에스원파트너 부산센터,                                LG유플러스 부산센터 정규직 CS 상담사 채용,경력무관,학력무관,부산,부산 중구 외,~01/03(월),"통신, 예약, 잡화판매, 통신기기판매, 판매영업, 프런트, 신용카드, 아웃바운드TM, 증권·보험, 통신, 해피콜, 고객상담, 인바운드TM, 콜센터, 호텔·콘도, CS"
더이앤엠㈜,                                정보보호팀 경력직 채용,경력,초대졸↑,서울,서울 서초구 외,~03/27(일),"인터넷방송, 엔터테인먼트사, 모바일앱개발, 소프트웨어개발, 소셜네트워크서비스(SNS), 인터넷방송, 모바일, 모바일App, 스마트폰, 아이폰, 안드로이드, 보안관리, 보안관제, 보안기술"
삼아벤처,                                생산관리 신입 및 경력 채용,신입·경력1년↑,초대졸↑,충북,충북 진천군,~01/10(월),"식품가공, 공정, 공정관리, 생산관리"
대보정보통신㈜,"                                교통사업수행 PM, PL 경력직 채용",경력5년↑,학력무관,서울 외,서울,~01/31(월),"교통사업수행, SI, 통신공사"
삼아벤처,                                원가관리 및 산업안전보건 담당 채용,신입·경력1년↑,초대졸↑,충북,충북 진천군,~01/10(월),"식품가공, 원가관리, 환경관리, 산업안전, 대기환경"
로지스올그룹,                                LogisALL 풀앳홈(주) 신입사원 채용 물류센터운영                            ,신입,학력무관,경기,경기 용인시,상시채용,"물류, 물류관리, 물류센터, 배송, 운송, 관리, 물류관리, 물류센터, 외주관리, 재고관리"
㈜컬리,                                [마켓컬리] 송파 물류센터 보건 담당자 (Staff) 채용,경력1년↑,학력무관,서울,서울 송파구,~03/27(일),"물류, 물류관리, 물류센터, 배송, 산업위생관리기사"
아데코코리아,                                [용산/외국계의료기기] CS 팀 채용 (경력단절자 지원가능)                            ,신입,대졸↑,서울,서울 용산구,~03/27(일),"의료기기, 관리, 문서관리, 사무관리, 사무행정, 총무, 물류관리, 상품입출고, 유통관리, 재고관리, SCM, 고객응대, 고객지원, CS"
엠즈씨드㈜,                                마케팅 브랜드 매니저 채용 (경력6년이상/과장급)                            ,경력6년↑,대졸↑,서울,서울 강남구,~03/27(일),"식품, 음식료, 카페, 프랜차이즈, 패밀리레스토랑, 마케팅, 바이럴마케팅, 브랜딩, 업무제휴, 프로모션, 브랜드, 언론홍보, 프로모션, 홍보, SNS운영, 매출관리, 영업관리, 영업기획"
㈜비와이엔블랙야크,                                [힐크릭] 골프웨어 영업 경력채용(주임급)                            ,경력2년↑,학력무관,서울,서울 서초구,~03/27(일),"가맹점관리, 거래처관리, 대리점관리, 매출관리, 영업관리"
㈜아이유노글로벌,                                [사세 확장 / Iyuno-SDI Group] 마케팅팀 비디오 아티스트 채용,경력무관,학력무관,서울,서울 마포구,~02/09(수),영상편집
㈜아이유노글로벌,                                [사세 확장 / Iyuno-SDI Group] 한글자막팀 프로젝트 매니저 (PM) 채용,경력무관,학력무관,서울,서울 마포구,~02/09(수),"외화번역, 번역, 영어, 외화번역"
삼양식품㈜,                                삼양식품그룹 지주사 급여담당 경력직 수시채용,경력,학력무관,서울,서울 성북구,~01/10(월),"식품가공, 급여관리, 인사, 인사통합, 임금관리"
나이스신용정보㈜,                                [마포/애오개역] 나이스디앤비 기업정보입력센터 글로벌파트 채용,경력무관,고졸↑,서울,서울 마포구,~01/05(수),콜센터
나이스신용정보㈜,                                [마포/애오개역] NICE디앤비 기업신용평가 분야별 채용,경력무관,고졸↑,서울,서울 마포구,~01/05(수),"콜센터, 사무보조, 전산입력, Excel, OA, 아웃바운드TM, 해피콜, 고객상담, 고객지원, 인바운드TM, CS"
나이스신용정보㈜,                                [마포/애오개역] NICE디앤비 TCB지원센터 CS 및 사무지원 채용,경력무관,고졸↑,서울,서울 마포구,~01/05(수),"콜센터, 문서작성, 사무보조, 아웃바운드TM, 해피콜"
오뚜기물류서비스㈜,                                2021년 대졸 관리직 신입사원 채용(본사)                            ,신입,대졸↑,경기,경기 용인시 외,~01/09(일),"물류, 물류관리, 물류센터, 배송, 입출고관리, 관리, 사무행정, 물류, 자재관리, 창고관리"
㈜한솥,                                메뉴개발(R&D) 부문 팀장급 경력 채용,경력8년↑,초대졸↑,서울,서울 강남구,~01/31(월),"음식료, 상품기획, 식품MD, 신상품개발, 프랜차이즈, 식품연구"
㈜엠에프지코리아,                                (주)엠에프지코리아 상품개발팀 수시채용,경력3년↑,학력무관,서울,서울 중구 외,~01/16(일),"양식당, 음식료, 카페, 프랜차이즈, 패밀리레스토랑, 브랜드, 이벤트, 프로모션, PR, SNS운영, 상품기획, 식품MD, 신상품개발, 프랜차이즈"
㈜엠에프지코리아,                                (주)엠에프지코리아 시설관리팀 수시채용,경력무관,학력무관,서울,서울 중구 외,~01/16(일),"양식당, 음식료, 카페, 프랜차이즈, 패밀리레스토랑, 설치, 수리, 유지보수, 정비, A·S"
㈜독립문,                                (주)독립문 매장 인테리어 담당자 채용,경력5년↑,학력무관,서울,서울 성동구,~01/02(일),"남성의류, 섬유, 여성의류, 의류, 패션, 의류, 패션, VMD, 인테리어"
오뚜기물류서비스㈜,                                오뚜기물류서비스(주) 사무보조 직원 채용,신입,고졸↑,경기,경기 용인시 외,~01/09(일),"물류, 물류관리, 물류센터, 배송, 입출고관리, 문서관리, 사무보조, 전산회계, 물류, 배차, 보세운송, 자재관리, 창고관리, 물류, 물류관리, 창고관리"
㈜천재교육,                                천재교육 T셀파 사회 콘텐츠 기획자 채용,신입·경력,대졸↑,서울,서울 금천구,~01/26(수),"컨텐츠개발, e-Learning, 교수설계, 교육기획, 교재컨텐츠개발"
한세드림㈜,                                한세드림 회계팀 경력직 채용,경력5년↑,대졸↑,서울,서울 마포구,~03/27(일),"유아의류, 의류, 패션, 결산, 더존, 부가세신고, 회계"
㈜유니에스,                                [언론사/충정로] 한국경제TV 와우넷부 웹운영기획 사무보조 채용(신입)                            ,경력무관,학력무관,서울,서울 영등포구,~03/27(일),"아웃소싱, 사무보조, 웹기획, 웹서비스기획"
㈜포스콤,"                                연구소, 연구지원 경력직 채용",경력2년↑,초대졸↑,경기,경기 고양시,~01/20(목),"연구지원, 전기, 전자, 문서관리, 사무관리, 사무행정, 연구관리, 연구관리"
삼아벤처,                                인사/총무 경력 사원 채용 건                            ,경력3년↑,대졸↑,서울,서울 서초구,~01/05(수),식품가공
㈜지오영,                                의약품유통 물류시스템 개발 및 운영 담당자 채용,신입·경력2년↑,초대졸↑,서울,서울 서대문구,~01/16(일),"MS-SQL, 시스템운영, 시스템프로그래머"
㈜무상MS마트,                                [ms홀딩스] 2022년 상반기 경력·신입 공개채용,신입·경력,학력무관,강원 외,강원 춘천시 외,~01/06(목),"마트, ㈜무상MS마트, ms마트, 마트, 유통, 유통관리, 점포개발, MD, 커뮤니티, 컨텐츠, 경영기획, 기획, 사업기획, 서비스기획, 전략, 교육, 교육기획, 노무, 인사, 인사기획, 광고기획, 마케팅, 마케팅기획, 바이럴마케팅, 소셜미디어, 물류, 자재관리, 자재구매, 자재구매기획, 구매관리, 물류관리, 물류센터, 유통관리, 자재관리, 가맹점관리(SV), 리테일MD, 식품MD, 온라인MD, 유통관리, 가맹점관리, 거래처관리, 고객관리, 매출관리, 영업관리, 법인영업, 식품영업, 일반영업, 계산원, 매장관리, 식품판매, 재고관리, 진열관리, 인터넷쇼핑몰, 콜센터, CS, 단순홍보, 서비스홍보, 홍보상담, CS교육, QA, 노무관리"
㈜유비온,                                [유비온] 평생교육원 학사행정/사무직 계약직 채용,경력무관,초대졸↑,서울,서울 구로구,~01/26(수),"솔루션, 교육상담, 수강생관리, 회원관리"
㈜플래티어,                                ㈜플래티어 마케팅팀 채용,경력6년↑,학력무관,서울,서울 송파구,~01/15(토),"모바일앱개발, 소프트웨어개발, 솔루션, 광고기획, 마케팅, 마케팅기획, 소셜미디어, 시장분석, 광고관리, 사보제작, 프로모션, 홍보기획, SNS운영, 광고영업, 매체광고영업, 옥외광고, 온라인광고영업, 키워드광고"
㈜케이씨텍,                                (주)케이씨텍 생산직 분야 신입사원 채용,신입,고졸↑,경기,경기 안성시,~01/02(일),"기능직, 생산직"
한국도로공사,                                보성지사 기간제근로자(안전순찰원) 채용,경력,학력무관,전남,전남 보성군,~12/31(금),"안전순찰원, 제1종 보통면허, 시설관리, 안전, 순찰, 건설·교통"
아데코코리아,                                [을지로/Uber/UT] 각 부문 인턴 채용 (Sales/Community Operations-휴학생/졸업예정자/졸업자 가능)                            ,경력무관,대졸↑,서울,서울 중구 외,~01/07(금),"외국계, 모바일.app, 고객관리, 영업기획, 영업지원, 고객응대, 고객지원"
아데코코리아,                                [미국계 의료기기/마포] 리셉셔니스트 채용,경력1년↑,초대졸↑,서울,서울 마포구,~03/27(일),"의료기기, 리셉션"
아데코코리아,                                [외국계/정규직/마포] 회계 경력직 채용,경력2년↑,대졸↑,서울,서울 마포구,~03/23(수),"결산, 회계, 결산"
두산,                                [전자] 설비관리 엔지니어 경력채용(김천/증평)                            ,경력,대졸↑,경북 외,경북 김천시 외,~01/09(일),"유지보수, 전기설비, AutoCad"
경인여자대학교,                                경인여자대학교 교직원 채용 공고                            ,경력무관,학력무관,인천 외,인천 계양구 외,~01/02(일),"교직원, 대학(교)교직원, 대학교, 교직원, 문서관리, 문서작성, 사무보조, 정보처리, 보조교사, 교직원, 대학교수, 행정직, 전산실, 조교, 간호사, 간호실장, 전문간호사, 인공신장실간호사, 산업간호사, 간호조무사, 산부인과, 한의원, 수술실보조, 치과조무사"
SK쉴더스㈜,                                [SK쉴더스] 장애인 네일아티스트 채용,경력무관,고졸↑,서울 외,서울 용산구 외,~01/06(목),"네일, 네일케어, 미용, 보훈대상자, 장애, 장애인, 중증장애인, 보안, 네일아트, 메이크업, 미용강사, 아티스트, 피부관리, 네일아트강사"
두산,                                [전자] CCL/PKG 공정기술 엔지니어 경력 채용,경력,대졸↑,경북,경북 김천시,~01/09(일),공정엔지니어
대선주조㈜,                                경남영업본부 주류영업 채용(창원지점)-대선주조(주)                            ,신입,학력무관,경남,경남 창원시 외,~01/05(수),"음식료, 국내영업, 납품영업, 법인영업, 일반영업, 주류영업"
대선주조㈜,                                경남영업본부 주류영업 채용(김해지점)-대선주조(주)                            ,신입,학력무관,경남 외,경남 김해시 외,~01/05(수),"음식료, 국내영업, 납품영업, 법인영업, 일반영업, 주류영업"
